sentences,cleaned_text,sentiment_value,word_count,category,cleaned_text_1,polarity
airframe from scratch within the short space of three years,airfram scratch within short space three year,0,10,Neutral,"['airfram', 'scratch', 'short', 'space', 'year']",0.0
he then took up the task of chronicling my story over the,took task chronicl stori,0,12,Neutral,"['take', 'task', 'chronicl', 'stori']",0.0
last year he patiently transcribed the bits and pieces of my,last year patient transcrib bit piec,0,11,Neutral,"['year', 'patient', 'transcrib', 'bit', 'piec']",0.0
story and converted them into a fluent narrative he also,stori convert fluent narr also,0,10,Neutral,"['stori', 'convert', 'fluent', 'narr']",0.0
went through my personal library meticulously and selected,went person librari meticul select,0,8,Neutral,"['go', 'person', 'librari', 'meticul', 'select']",0.0
from among the pieces of poetry those that i had marked,among piec poetri mark,0,11,Neutral,"['piec', 'poetri', 'mark']",0.0
while reading and included them in the text,read includ text,0,8,Neutral,"['read', 'includ', 'text']",0.0
this story is an account i hope not just of my personal,stori account hope person,2,12,Positive,"['stori', 'account', 'hope', 'person']",0.0
triumphs and tribulations but of the successes and,triumph tribul success,6,8,Positive,"['triumph', 'tribul', 'success']",0.3
setbacks of the science establishment in modern india,setback scienc establish modern india,0,8,Neutral,"['setback', 'scienc', 'establish', 'modern', 'india']",0.2
struggling to establish itself in the technological forefront it,struggl establish technolog forefront,-2,9,Negative,"['struggl', 'establish', 'technolog', 'forefront']",0.0
is the story of national aspiration and of cooperative,stori nation aspir cooper,0,9,Neutral,"['stori', 'nation', 'aspir', 'cooper']",0.0
endeavour and as i see it the saga of india’s search for,endeavour see saga india search,0,12,Neutral,"['endeavour', 'saga', 'india', 'search']",0.0
scientific selfsufficiency and technological competence is,scientif selfsuffici technolog compet,0,6,Neutral,"['scientif', 'selfsuffici', 'technolog', 'compet']",0.0
a parable for our times,parabl time,0,5,Neutral,"['parabl', 'time']",0.0
each individual creature on this beautiful planet is,individu creatur beauti planet,3,8,Positive,"['individu', 'creatur', 'beauti', 'planet']",0.0
created by god to fulfil a particular role whatever i have,creat god fulfil particular role whatev,1,11,Positive,"['creat', 'god', 'fulfil', 'particular', 'role', 'whatev']",0.16666666666666666
achieved in life is through his help and an expression of,achiev life help express,2,11,Positive,"['achiev', 'life', 'help', 'express']",0.0
his will he showered his grace on me through some,shower grace,1,10,Positive,"['shower', 'grace']",0.0
outstanding teachers and colleagues and when i pay my,outstand teacher colleagu pay,4,9,Positive,"['outstand', 'teacher', 'colleagu', 'pay']",0.0
tributes to these fine persons i am merely praising his,tribut fine person mere prais,5,10,Positive,"['tribut', 'fine', 'person', 'mere', 'prais']",-0.04166666666666666
glory all these rockets and missiles are his work through a,glori rocket missil work,0,11,Neutral,"['glori', 'rocket', 'missil', 'work']",0.0
small person called kalam in order to tell the several,small person call kalam order tell sever,0,10,Neutral,"['small', 'person', 'kalam', 'order', 'tell', 'sever']",-0.25
million mass of india to never feel small or helpless we,million mass india never feel small helpless,-2,11,Negative,"['million', 'mass', 'india', 'feel', 'small', 'helpless']",-0.25
are all born with a divine fire in us our efforts should be to,born divin fire us effort,-2,14,Negative,"['bear', 'divin', 'fire', 'effort']",0.0
give wings to this fire and fill the world with the glow of its,give wing fire fill world glow,-2,14,Negative,"['wing', 'fire', 'fill', 'world', 'glow']",0.0
goodness,good,3,1,Positive,['good'],0.7
may god bless you,may god bless,3,4,Positive,"['god', 'bless']",0.0
apj abdul kalam,apj abdul kalam,0,3,Neutral,"['apj', 'abdul', 'kalam']",0.0
i,,0,1,Neutral,[],0.0
orientation,orient,0,1,Neutral,['orient'],0.0
 1931 – 1963 ,,0,3,Neutral,[],0.0
this earth is his to him belong those vast and boundless,earth belong vast boundless,0,11,Neutral,"['earth', 'belong', 'vast', 'boundless']",-0.1
skiesboth seas within him rest and yet in that small pool,skiesboth sea within rest yet small pool,0,11,Neutral,"['skiesboth', 'sea', 'rest', 'small', 'pool']",-0.25
he lies,lie,0,2,Neutral,['lie'],0.0
atharvaveda book 4 hymn 16,atharvaveda book hymn,0,5,Neutral,"['atharvaveda', 'book', 'hymn']",0.0
1,,0,1,Neutral,[],0.0
i,,0,1,Neutral,[],0.0
was born into a middleclass tamil family in the island,born middleclass tamil famili island,0,10,Neutral,"['bear', 'middleclass', 'tamil', 'famili', 'island']",0.0
town of rameswaram in the erstwhile madras state my,town rameswaram erstwhil madra state,0,9,Neutral,"['town', 'rameswaram', 'erstwhil', 'madra', 'state']",0.0
father jainulabdeen had neither much formal education,father jainulabdeen neither much formal educ,0,7,Neutral,"['father', 'jainulabdeen', 'formal', 'educ']",0.2
nor much wealth,much wealth,3,3,Positive,['wealth'],0.2
despite these disadvantages he possessed great,despit disadvantag possess great,1,6,Positive,"['despit', 'disadvantag', 'possess', 'great']",0.8
innate wisdom and a true generosity of spirit he had an,innat wisdom true generos spirit,1,11,Positive,"['innat', 'wisdom', 'true', 'generos', 'spirit']",0.35
ideal helpmate in my mother ashiamma i do not recall the,ideal helpmat mother ashiamma recal,0,11,Neutral,"['ideal', 'helpmat', 'mother', 'ashiamma', 'recal']",0.9
exact number of people she fed every day but i am quite,exact number peopl fed everi day quit,0,12,Neutral,"['exact', 'number', 'peopl', 'fed', 'everi', 'day', 'quit']",0.25
certain that far more outsiders ate with us than all the,certain far outsid ate us,1,11,Positive,"['certain', 'far', 'outsid', 'eat']",0.15714285714285714
members of our own family put together,member famili put togeth,0,7,Neutral,"['member', 'famili', 'togeth']",0.0
my parents were widely regarded as an ideal couple,parent wide regard ideal coupl,0,9,Neutral,"['parent', 'wide', 'regard', 'ideal', 'coupl']",0.4
my mother’s lineage was the more distinguished one of,mother lineag distinguish one,0,9,Neutral,"['mother', 'lineag', 'distinguish']",0.0
her forebears having been bestowed the title of ‘bahadur’,forebear bestow titl bahadur,0,9,Neutral,"['forebear', 'bestow', 'titl', 'bahadur']",0.0
by the british,british,0,3,Neutral,['british'],0.0
i was one of many children—a short boy with rather,one mani children short boy rather,0,10,Neutral,"['mani', 'child', 'short', 'boy']",0.0
undistinguished looks born to tall and handsome parents,undistinguish look born tall handsom parent,0,8,Neutral,"['undistinguish', 'look', 'bear', 'tall', 'handsom', 'parent']",0.0
we lived in our ancestral house which was built in the,live ancestr hous built,0,11,Neutral,"['live', 'ancestr', 'hous', 'build']",0.13636363636363635
middle of the 19th century it was a fairly large pucca house,middl th centuri fairli larg pucca hous,0,12,Neutral,"['middl', 'centuri', 'fairli', 'larg', 'pucca', 'hous']",0.0
made of limestone and brick on the mosque street in,made limeston brick mosqu street,0,10,Neutral,"['limeston', 'brick', 'mosqu', 'street']",0.0
rameswaram my austere father used to avoid all,rameswaram auster father use avoid,-1,8,Negative,"['rameswaram', 'auster', 'father', 'use', 'avoid']",0.0
inessential comforts and luxuries however all necessities,inessenti comfort luxuri howev necess,2,7,Positive,"['inessenti', 'comfort', 'luxuri', 'howev', 'necess']",0.0
were provided for in terms of food medicine or clothes in,provid term food medicin cloth,0,11,Neutral,"['provid', 'term', 'food', 'medicin', 'cloth']",0.0
fact i would say mine was a very secure childhood both,fact would say mine secur childhood,2,11,Positive,"['fact', 'secur', 'childhood']",0.0
materially and emotionally,materi emot,0,3,Neutral,"['materi', 'emot']",0.0
i normally ate with my mother sitting on the floor of the,normal ate mother sit floor,0,12,Neutral,"['normal', 'eat', 'mother', 'sit', 'floor']",0.15
kitchen she would place a banana leaf before me on,kitchen would place banana leaf,0,10,Neutral,"['kitchen', 'place', 'banana', 'leaf']",0.0
which she then ladled rice and aromatic sambhar a variety,ladl rice aromat sambhar varieti,0,10,Neutral,"['ladl', 'rice', 'aromat', 'sambhar', 'varieti']",0.0
of sharp homemade pickles and a dollop of fresh coconut,sharp homemad pickl dollop fresh coconut,1,10,Positive,"['sharp', 'homemad', 'pickl', 'dollop', 'fresh', 'coconut']",0.0875
chutney,chutney,0,1,Neutral,['chutney'],0.0
the famous shiva temple which made rameswaram,famou shiva templ made rameswaram,0,7,Neutral,"['famou', 'shiva', 'templ', 'rameswaram']",0.0
so sacred to pilgrims was about a tenminute walk from,sacr pilgrim tenminut walk,0,10,Neutral,"['sacr', 'pilgrim', 'tenminut', 'walk']",0.0
our house our locality was predominantly muslim but there,hous local predominantli muslim,0,9,Neutral,"['hous', 'local', 'predominantli', 'muslim']",0.0
were quite a few hindu families too living amicably with,quit hindu famili live amic,0,10,Neutral,"['quit', 'hindu', 'famili', 'live', 'amic']",0.13636363636363635
their muslim neighbours there was a very old mosque in,muslim neighbour old mosqu,0,10,Neutral,"['muslim', 'neighbour', 'old', 'mosqu']",0.1
our locality where my father would take me for evening,local father would take even,0,10,Neutral,"['local', 'father']",0.0
prayers i had not the faintest idea of the meaning of the,prayer faintest idea mean,0,12,Neutral,"['prayer', 'faint', 'idea', 'mean']",-0.3125
arabic prayers chanted but i was totally convinced that they,arab prayer chant total convinc,1,10,Positive,"['arab', 'prayer', 'chant', 'total', 'convinc']",0.0
reached god when my father came out of the mosque,reach god father came mosqu,2,10,Positive,"['reach', 'god', 'father', 'come', 'mosqu']",0.0
after the prayers people of different religions would be,prayer peopl differ religion would,0,9,Neutral,"['prayer', 'peopl', 'differ', 'religion']",0.0
sitting outside waiting for him many of them offered bowls,sit outsid wait mani offer bowl,0,10,Neutral,"['sit', 'outsid', 'wait', 'mani', 'offer', 'bowl']",0.0
of water to my father who would dip his fingertips in them,water father would dip fingertip,0,12,Neutral,"['water', 'father', 'dip', 'fingertip']",0.0
and say a prayer this water was then carried home for,say prayer water carri home,0,11,Neutral,"['prayer', 'water', 'carri', 'home']",0.0
invalids i also remember people visiting our home to offer,invalid also rememb peopl visit home offer,0,10,Neutral,"['invalid', 'rememb', 'peopl', 'visit', 'home', 'offer']",0.0
thanks after being cured my father always smiled and,thank cure father alway smile,4,9,Positive,"['thank', 'cure', 'father', 'alway', 'smile']",0.3
asked them to thank allah the benevolent and merciful,ask thank allah benevol merci,2,9,Positive,"['ask', 'thank', 'allah', 'benevol', 'merci']",0.0
the high priest of rameswaram temple pakshi,high priest rameswaram templ pakshi,0,7,Neutral,"['high', 'priest', 'rameswaram', 'templ', 'pakshi']",0.16
lakshmana sastry was a very close friend of my father’s,lakshmana sastri close friend father,0,10,Neutral,"['lakshmana', 'sastri', 'close', 'friend', 'father']",0.0
one of the most vivid memories of my early childhood is of,one vivid memori earli childhood,0,12,Neutral,"['vivid', 'memori', 'earli', 'childhood']",0.125
the two men each in his traditional attire discussing,two men tradit attir discuss,0,9,Neutral,"['man', 'tradit', 'attir', 'discuss']",0.0
spiritual matters when i was old enough to ask questions i,spiritu matter old enough ask question,1,11,Positive,"['spiritu', 'matter', 'old', 'ask', 'question']",0.05
asked my father about the relevance of prayer my father,ask father relev prayer father,0,10,Neutral,"['ask', 'father', 'relev', 'prayer', 'father']",0.0
told me there was nothing mysterious about prayer rather,told noth mysteri prayer rather,0,9,Neutral,"['tell', 'noth', 'mysteri', 'prayer']",0.0
prayer made possible a communion of the spirit between,prayer made possibl communion spirit,1,9,Positive,"['prayer', 'possibl', 'communion', 'spirit']",0.0
people “when you pray” he said “you transcend your body,peopl pray said transcend bodi,1,10,Positive,"['peopl', 'pray', 'say', 'transcend', 'bodi']",0.0
and become a part of the cosmos which knows no division,becom part cosmo know divis,-1,11,Negative,"['becom', 'cosmo', 'know', 'divis']",0.0
of wealth age caste or creed”,wealth age cast creed,3,6,Positive,"['wealth', 'age', 'cast', 'creed']",0.0
my father could convey complex spiritual concepts in,father could convey complex spiritu concept,0,8,Neutral,"['father', 'convey', 'complex', 'spiritu', 'concept']",-0.3
very simple downtoearth tamil he once told me “in his,simpl downtoearth tamil told,0,10,Neutral,"['simpl', 'downtoearth', 'tamil', 'tell']",0.0
